sciName	kingdom	taxID	locus	GOID	GOTerm
Caenorhabditis elegans	eukaryota	6239	WBGene00009966	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00009966	GO:0007281	germ cell development
Caenorhabditis elegans	eukaryota	6239	WBGene00009966	GO:0008406	gonad development
Caenorhabditis elegans	eukaryota	6239	WBGene00009969	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00009977	GO:0030516	regulation of axon extension
Caenorhabditis elegans	eukaryota	6239	WBGene00009980	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00009992	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00009992	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00009993	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00009993	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00009993	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00009993	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00009996	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010013	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010015	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010015	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010035	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010036	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010036	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010036	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00010037	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010042	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010042	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010044	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010044	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00010047	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010051	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010051	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010053	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010054	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010054	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010056	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010061	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010075	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010077	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010083	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010084	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010087	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010089	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010089	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010093	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010093	GO:0040002	collagen and cuticulin-based cuticle development
Caenorhabditis elegans	eukaryota	6239	WBGene00010093	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00010094	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010094	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010097	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010097	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010097	GO:0040002	collagen and cuticulin-based cuticle development
Caenorhabditis elegans	eukaryota	6239	WBGene00010097	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00010125	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010130	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010130	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010139	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010149	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010158	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010159	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010159	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00010166	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010193	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010194	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010204	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010204	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010229	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010231	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010259	GO:0071688	striated muscle myosin thick filament assembly
Caenorhabditis elegans	eukaryota	6239	WBGene00010260	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010260	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010279	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010304	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010304	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010304	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00010305	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010310	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010317	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010319	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010325	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010325	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010326	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010326	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010326	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010333	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010333	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010333	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010333	GO:0048599	oocyte development
Caenorhabditis elegans	eukaryota	6239	WBGene00010351	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010353	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010354	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010354	GO:0048598	embryonic morphogenesis
Caenorhabditis elegans	eukaryota	6239	WBGene00010362	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010369	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010405	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010405	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010406	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010419	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010419	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010419	GO:0009790	embryo development
Caenorhabditis elegans	eukaryota	6239	WBGene00010419	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010425	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010425	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010425	GO:0009790	embryo development
Caenorhabditis elegans	eukaryota	6239	WBGene00010428	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010428	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010428	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00010436	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010446	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010453	GO:0007501	mesodermal cell fate specification
Caenorhabditis elegans	eukaryota	6239	WBGene00010458	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010458	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010459	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010463	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010470	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010471	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010476	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010476	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010476	GO:0007281	germ cell development
Caenorhabditis elegans	eukaryota	6239	WBGene00010477	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010478	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010479	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010481	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010481	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010481	GO:0007281	germ cell development
Caenorhabditis elegans	eukaryota	6239	WBGene00010484	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010485	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010485	GO:0040002	collagen and cuticulin-based cuticle development
Caenorhabditis elegans	eukaryota	6239	WBGene00010485	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010485	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00010496	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010496	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010497	GO:0007275	multicellular organismal development
Caenorhabditis elegans	eukaryota	6239	WBGene00010523	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010523	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010541	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010545	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010545	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010545	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00010546	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010555	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010556	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010556	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010556	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00010557	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010560	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010560	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010560	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00010560	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010562	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010562	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010563	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010573	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010579	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010581	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010596	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010596	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010609	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010621	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010623	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010623	GO:0009790	embryo development
Caenorhabditis elegans	eukaryota	6239	WBGene00010624	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010627	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010627	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010627	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00010629	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010629	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010629	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010629	GO:0007281	germ cell development
Caenorhabditis elegans	eukaryota	6239	WBGene00010631	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010631	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00010637	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010638	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010638	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00010641	GO:0071688	striated muscle myosin thick filament assembly
Caenorhabditis elegans	eukaryota	6239	WBGene00010641	GO:0007411	axon guidance
Caenorhabditis elegans	eukaryota	6239	WBGene00010641	GO:0048841	regulation of axon extension involved in axon guidance
Caenorhabditis elegans	eukaryota	6239	WBGene00010652	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010654	GO:0007411	axon guidance
Caenorhabditis elegans	eukaryota	6239	WBGene00010654	GO:0007413	axonal fasciculation
Caenorhabditis elegans	eukaryota	6239	WBGene00010665	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010665	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010665	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010681	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010700	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010701	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00010719	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010719	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010719	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00010719	GO:0040022	feminization of hermaphroditic germ-line
Caenorhabditis elegans	eukaryota	6239	WBGene00010719	GO:0007281	germ cell development
Caenorhabditis elegans	eukaryota	6239	WBGene00010719	GO:0008406	gonad development
Caenorhabditis elegans	eukaryota	6239	WBGene00010742	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010745	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010756	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00010756	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010757	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010757	GO:0040025	vulval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010766	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010766	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010769	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010785	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010790	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010791	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010794	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010794	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010794	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010809	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010809	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010812	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010829	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010830	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010839	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010840	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010844	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010845	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010846	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010847	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010870	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010870	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010882	GO:0040024	dauer larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010882	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010890	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010890	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010890	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00010892	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010892	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010896	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010896	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010905	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010905	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010919	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010919	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010941	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010941	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00010942	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010948	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010990	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00010993	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00010993	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00011001	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011001	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00011015	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011015	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00011017	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011022	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00011037	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011038	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011040	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011043	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011043	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00011050	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011051	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00011058	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011058	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00011064	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011064	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00011064	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00011067	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011067	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00011067	GO:0071688	striated muscle myosin thick filament assembly
Caenorhabditis elegans	eukaryota	6239	WBGene00011109	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011109	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00011111	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011111	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00011111	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00011115	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00011116	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011116	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00011116	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00011121	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011122	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011142	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011142	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00011142	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00011143	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011143	GO:0040035	hermaphrodite genitalia development
Caenorhabditis elegans	eukaryota	6239	WBGene00011156	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011191	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011191	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00011195	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011219	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011222	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011223	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011225	GO:0008340	determination of adult lifespan
Caenorhabditis elegans	eukaryota	6239	WBGene00011237	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011237	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00011247	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011247	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00011259	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00011272	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011272	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00011273	GO:0009792	embryo development ending in birth or egg hatching
Caenorhabditis elegans	eukaryota	6239	WBGene00011273	GO:0002119	nematode larval development
Caenorhabditis elegans	eukaryota	6239	WBGene00011273	GO:0040035	hermaphrodite genitalia development
